Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right,class
3.3398,0,0,0,0,0,0,0,0,101.2,137.94,152.46,46.86,56.54,25.19,101.75,9.57,0,631.51,1
3.3498,0,0,0,0,0,0,0,0,101.2,139.81,154.66,46.86,58.85,27.5,111.87,9.57,0,650.32,1
3.3598,0,0,0,0,0,0,0,0,101.2,139.81,154.66,49.17,61.16,29.81,118.58,9.57,0,663.96,1
3.3698,0,0,0,0,0,0,0,0,101.2,141.68,156.97,49.17,63.58,32.12,128.7,11.44,0,684.86,1
3.3798,0,0,0,0,0,0,0,0,101.2,141.68,159.28,49.17,65.89,32.12,135.41,11.44,0,696.19,1
3.3898,0,0,0,0,0,0,0,0,101.2,141.68,159.28,51.59,65.89,34.43,138.71,13.42,0,706.2,1
3.3998,0,0,0,0,0,0,0,0,101.2,141.68,159.28,51.59,68.2,36.74,142.12,13.42,0,714.23,1
3.4098,0,0,0,0,0,0,0,0,101.2,139.81,159.28,51.59,68.2,36.74,145.42,13.42,0,715.66,1
3.4198,0,0,0,0,0,0,0,0,97.79,139.81,159.28,51.59,68.2,36.74,148.83,13.42,0,715.66,1
3.4298,0,0,0,0,0,0,0,0,97.79,137.94,159.28,49.17,70.62,36.74,152.13,13.42,0,717.09,1
3.4398,0,0,0,0,0,0,0,0,97.79,136.07,156.97,49.17,70.62,36.74,155.54,13.42,0,716.32,1
3.4498,0,0,0,0,0,0,0,0,91.19,134.2,156.97,49.17,72.93,36.74,158.84,13.42,0,713.46,1
3.4598,0,0,0,0,0,0,0,0,91.19,130.57,154.66,49.17,72.93,38.94,158.84,13.42,0,709.72,1
3.4698,0,0,0,0,0,0,0,0,87.89,128.7,152.46,49.17,75.24,38.94,162.25,13.42,0,708.07,1
3.4798,0,0,0,0,0,0,0,0,84.48,126.83,150.15,49.17,77.66,38.94,168.96,13.42,0,709.61,1
3.4898,0,0,0,0,0,0,0,0,81.18,123.09,147.95,49.17,77.66,38.94,168.96,15.29,0,702.24,1
3.4998,0,0,0,0,0,0,0,0,77.88,121.22,145.64,49.17,79.97,41.25,175.45,15.29,0,705.87,1
3.5098,0,0,0,0,0,0,0,0,74.58,117.48,145.64,49.17,79.97,41.25,175.45,15.29,0,698.83,1
3.5198,0,0,0,0,0,0,0,0,71.17,115.61,143.33,49.17,82.28,41.25,178.75,15.29,0,696.85,1
3.5298,0,0,0,0,0,0,0,0,71.17,113.85,143.33,49.17,82.28,41.25,181.94,15.29,0,698.28,1
3.5398,0,0,0,0,0,0,0,0,67.87,111.98,138.82,51.59,84.7,43.56,185.24,15.29,0,699.05,1
3.5498,0,0,0,0,0,0,0,0,64.57,108.46,138.82,51.59,84.7,43.56,185.24,15.29,0,692.23,1
3.5598,0,0,0,0,0,0,0,0,61.27,106.59,136.51,51.59,87.01,45.87,188.54,15.29,0,692.67,1
3.5698,0,0,0,0,0,0,0,0,57.97,104.83,136.51,51.59,87.01,45.87,191.73,17.27,0,692.78,1
3.5797,0,0,0,0,0,0,0,0,57.97,103.07,134.31,53.9,89.43,48.18,195.03,17.27,0,699.16,1
3.5897,0,0,0,0,0,0,0,0,55.55,101.31,132,53.9,91.74,50.49,198.33,17.27,0,700.59,1
3.5997,0,0,0,0,0,0,0,0,53.24,97.68,132,56.21,91.74,52.8,204.82,17.27,0,705.76,1
3.6097,0,0,0,0,0,0,0,0,48.62,95.92,127.49,58.63,94.05,55.11,208.12,19.14,0,707.08,1
3.6197,0,0,0,0,0,0,0,0,46.31,94.05,125.18,61.49,96.47,57.31,211.31,19.14,0,711.26,1
3.6297,0,0,0,0,0,0,0,0,41.69,92.29,120.67,64.35,98.78,61.82,214.61,19.14,0,713.35,1
3.6397,0,0,0,0,0,0,0,0,39.38,90.53,116.16,67.32,98.78,64.13,217.91,21.12,0,715.33,1
3.6497,0,0,0,0,0,0,0,0,34.76,88.77,111.65,70.18,101.09,68.64,221.21,21.12,0,717.42,1
3.6597,0,0,0,0,0,0,0,0,30.14,85.14,104.17,73.15,103.51,70.84,228.58,22.99,0,718.52,1
3.6697,0,0,0,0,0,0,0,0,27.72,79.75,96.8,76.01,105.82,75.46,236.06,22.99,0,720.61,1
3.6797,0,0,0,0,0,0,0,0,25.41,76.23,89.43,76.01,105.82,77.66,239.8,22.99,0,713.35,1
3.6897,0,0,0,0,0,0,0,0,23.1,72.6,82.06,78.98,108.13,79.97,243.54,24.97,0,713.35,1
3.6997,0,0,0,0,0,0,0,0,20.79,67.21,74.69,81.84,110.55,84.48,247.28,24.97,0,711.81,1
3.7097,0,0,0,0,0,0,0,0,18.48,61.82,67.32,84.81,110.55,86.68,254.65,26.84,0,711.15,1
3.7197,0,0,0,0,0,0,0,0,16.17,54.89,59.95,84.81,112.86,91.19,258.39,26.84,0,705.1,1
3.7297,0,0,0,0,0,0,0,0,13.86,50.05,49.5,87.67,112.86,93.5,265.87,26.84,0,700.15,1
3.7397,0,0,0,0,0,0,0,0,11.55,41.91,41.25,87.67,112.86,98.01,273.35,28.82,0,695.42,1
3.7497,0,0,0,0,0,0,0,0,11.55,33.88,33,90.53,112.86,102.52,277.09,30.69,0,692.12,1
3.7597,0,0,0,0,0,0,0,0,9.24,24.2,27.5,90.53,112.86,107.03,284.24,30.69,0,686.29,1
3.7697,0,0,0,0,0,0,0,0,9.24,17.71,22,90.53,110.55,111.65,287.76,30.69,0,680.13,1
3.7797,0,0,0,0,0,0,0,0,6.93,11.22,19.25,90.53,108.13,116.6,291.39,32.67,0,676.72,1
3.7897,0,0,0,0,0,0,0,0,0,8.03,16.5,90.53,103.51,121.55,291.39,32.67,0,664.18,1
3.7997,0,0,0,0,0,0,0,0,0,6.38,13.75,87.67,96.47,128.92,294.91,34.54,0,662.64,1
3.8097,0,0,0,0,0,0,0,0,0,4.84,11,81.84,89.43,133.87,298.54,36.52,0,656.04,1
3.8197,5.06,0,0,0,0,0,0,0,0,3.19,8.25,70.18,79.97,141.35,298.54,38.39,5.06,639.87,1
3.8297,10.12,0,0,0,0,0,0,0,0,3.19,8.25,56.21,70.62,146.3,302.06,38.39,10.12,625.02,1
3.8397,17.71,0,0,0,0,0,0,0,0,0,5.5,42.13,56.54,151.25,302.06,40.37,17.71,597.85,1
3.8497,27.83,0,0,0,0,0,0,0,0,0,5.5,30.47,40.04,153.67,302.06,40.37,27.83,572.11,1
3.8597,40.48,0,0,0,0,0,0,0,0,0,0,21.01,25.85,153.67,294.91,48.07,40.48,543.51,1
3.8697,43.01,7.04,28.71,0,0,0,0,0,0,0,0,13.97,16.39,151.25,284.24,57.97,78.76,523.82,1
3.8797,43.01,21.12,66.22,6.49,15.84,0,9.57,0,0,0,0,9.35,14.08,141.35,265.87,71.61,162.25,502.26,1
3.8897,45.54,31.02,87.23,6.49,20.57,0,22.44,0,0,0,0,6.93,11.77,128.92,236.06,87.45,213.29,471.13,1
3.8997,45.54,42.35,97.68,15.73,23.76,6.16,38.61,0,0,0,0,4.62,9.35,111.65,201.52,101.09,269.83,428.23,1
3.9097,45.54,49.39,106.48,22.33,23.76,9.24,51.48,8.8,0,0,0,0,9.35,95.81,162.25,114.62,317.02,382.03,1
3.9197,45.54,56.54,111.76,27.61,25.41,15.4,61.6,13.2,0,0,0,0,7.04,86.68,128.7,132.22,357.06,354.64,1
3.9297,48.07,67.43,116.93,32.78,25.41,21.67,72.82,17.6,0,0,0,0,7.04,75.46,101.75,147.62,402.71,331.87,1
3.9397,53.13,80.08,118.69,38.06,26.95,24.75,80.3,17.6,0,0,0,0,7.04,64.13,81.51,160.82,439.56,313.5,1
3.9497,55.77,89.43,120.45,42.02,26.95,30.91,84.04,22,0,0,0,0,4.62,48.18,55.44,167.42,471.57,275.66,1
3.9597,58.96,95.7,118.69,45.98,26.95,33.99,87.78,22,0,0,0,0,4.62,27.5,37.73,171.82,490.05,241.67,1
3.9697,58.96,103.62,116.93,49.94,26.95,37.18,87.78,26.4,0,0,0,0,4.62,13.75,20.13,156.42,507.76,194.92,1
3.9797,58.96,109.89,116.93,56.54,26.95,43.34,87.78,26.4,0,0,0,0,4.62,9.13,17.6,134.42,526.79,165.77,1
3.9897,58.96,116.16,115.28,62.81,26.95,49.5,87.78,30.8,0,0,0,0,0,6.82,15.07,123.42,548.24,145.31,1
3.9997,55.77,122.43,111.76,69.08,26.95,55.77,87.78,30.8,0,0,0,0,0,6.82,12.54,110.22,560.34,129.58,1
4.0097,55.77,127.16,110,75.46,26.95,61.6,87.78,35.2,0,0,0,0,0,6.82,10.01,85.25,579.92,102.08,1
4.0197,53.13,131.89,108.24,81.73,26.95,67.43,87.78,35.2,0,0,0,0,0,4.51,7.48,55.77,592.35,67.76,1
4.0297,53.13,135.08,106.48,86.46,26.95,70.4,87.78,39.6,0,0,0,0,0,0,7.48,30.69,605.88,38.17,1
4.0397,53.13,138.27,106.48,92.84,26.95,76.34,87.78,39.6,0,0,0,0,0,0,4.95,17.27,621.39,22.22,1
4.0497,53.13,141.35,104.72,95.92,26.95,79.2,91.52,39.6,0,0,0,0,0,0,4.95,11.44,632.39,16.39,1
4.0597,50.6,142.89,104.72,99.11,28.6,82.17,95.26,44,0,0,0,0,0,0,0,5.72,647.35,5.72,1
4.0697,50.6,142.89,106.48,100.65,28.6,85.14,95.26,44,0,0,0,0,0,0,0,0,653.62,0,1
4.0797,50.6,144.54,106.48,103.84,28.6,88.11,99,44,0,0,0,0,0,0,0,0,665.17,0,1
4.0897,50.6,146.08,106.48,105.38,28.6,88.11,102.74,44,0,0,0,0,0,0,0,0,671.99,0,1
4.0997,50.6,147.62,106.48,108.57,30.14,93.94,102.74,48.4,0,0,0,0,0,0,0,0,688.49,0,1
4.1097,48.07,149.27,104.72,111.87,30.14,93.94,102.74,48.4,0,0,0,0,0,0,0,0,689.15,0,1
4.1197,48.07,149.27,102.96,115.17,30.14,96.91,102.74,48.4,0,0,0,0,0,0,0,0,693.66,0,1
4.1297,45.54,147.62,101.2,116.82,30.14,99.88,99,48.4,0,0,0,0,0,0,0,0,688.6,0,1
4.1397,45.54,147.62,99.44,120.23,30.14,102.74,99,48.4,0,0,0,0,0,0,0,0,693.11,0,1
4.1497,43.01,146.08,95.92,123.53,30.14,102.74,102.74,48.4,0,0,0,0,0,0,0,0,692.56,0,1
4.1597,43.01,146.08,94.27,125.18,30.14,105.71,102.74,52.8,0,0,0,0,0,0,0,0,699.93,0,1
4.1697,40.48,144.54,94.27,126.83,30.14,108.68,102.74,52.8,0,0,0,0,0,0,0,0,700.48,0,1
4.1797,40.48,142.89,92.51,126.83,30.14,108.68,106.48,52.8,0,0,0,0,0,0,0,0,700.81,0,1
4.1897,40.48,141.35,92.51,126.83,31.68,108.68,106.48,52.8,0,0,0,0,0,0,0,0,700.81,0,1
4.1997,40.48,141.35,92.51,125.18,31.68,108.68,110.22,52.8,0,0,0,0,0,0,0,0,702.9,0,1
4.2097,40.48,139.81,92.51,125.18,31.68,105.71,110.22,52.8,0,0,0,0,0,0,0,0,698.39,0,1
4.2197,40.48,138.27,92.51,123.53,31.68,105.71,110.22,52.8,0,0,0,0,0,0,0,0,695.2,0,1
4.2297,40.48,136.62,92.51,123.53,31.68,105.71,110.22,52.8,0,0,0,0,0,0,0,0,693.55,0,1
4.2397,40.48,136.62,92.51,121.88,33.33,105.71,113.74,52.8,0,0,0,0,0,0,0,0,697.07,0,1
4.2497,40.48,135.08,92.51,121.88,33.33,105.71,113.74,52.8,0,0,0,0,0,0,0,0,695.53,0,1
4.2597,40.48,133.54,92.51,121.88,33.33,102.74,113.74,52.8,0,0,0,0,0,0,0,0,691.02,0,1
4.2697,37.95,131.89,92.51,121.88,33.33,102.74,113.74,52.8,0,0,0,0,0,0,0,0,686.84,0,1
4.2797,37.95,131.89,92.51,121.88,33.33,105.71,113.74,52.8,0,0,0,0,0,0,0,0,689.81,0,1
4.2897,37.95,130.35,90.75,123.53,33.33,105.71,117.26,52.8,0,0,0,0,0,0,0,0,691.68,0,1
4.2997,37.95,128.81,90.75,125.18,34.87,105.71,117.26,57.2,0,0,0,0,0,0,0,0,697.73,0,1
4.3097,35.42,127.16,90.75,125.18,34.87,105.71,120.78,57.2,0,0,0,0,0,0,0,0,697.07,0,1
4.3197,35.42,124.08,88.99,126.83,34.87,108.68,120.78,57.2,0,0,0,0,0,0,0,0,696.85,0,1
4.3297,32.89,122.43,87.23,128.59,34.87,111.65,124.3,57.2,0,0,0,0,0,0,0,0,699.16,0,1
4.3397,32.89,120.89,87.23,131.89,34.87,114.51,127.82,57.2,0,0,0,0,0,0,0,0,707.3,0,1
4.3497,32.89,117.7,83.71,133.54,36.52,117.37,127.82,62.48,0,0,0,0,0,0,0,0,712.03,0,1
4.3597,30.36,113.08,81.95,135.19,36.52,117.37,131.45,62.48,0,0,0,0,0,0,0,0,708.4,0,1
4.3697,27.83,109.89,78.43,136.84,36.52,120.23,134.97,62.48,0,0,0,0,0,0,0,0,707.19,0,1
4.3797,27.83,105.16,75.02,138.6,36.52,123.09,138.49,62.48,0,0,0,0,0,0,0,0,707.19,0,1
4.3897,25.3,98.89,71.5,140.25,36.52,125.95,142.01,67.76,0,0,0,0,0,0,0,0,708.18,0,1
4.3997,22.77,92.62,67.98,141.9,36.52,128.81,145.53,67.76,0,0,0,0,0,0,0,0,703.89,0,1
4.4097,20.24,86.35,60.94,145.2,36.52,134.53,152.68,73.04,0,0,0,0,0,0,0,0,709.5,0,1
4.4197,20.24,80.08,55.77,146.96,36.52,137.39,156.2,73.04,0,0,0,0,0,0,0,0,706.2,0,1
4.4297,17.71,72.16,48.51,150.26,36.52,143.11,159.72,73.04,0,0,0,0,0,0,0,0,701.03,0,1
4.4397,15.18,65.89,37.73,151.91,36.52,145.97,163.24,78.32,0,0,0,0,0,0,0,0,694.76,0,1
4.4497,15.18,58.08,28.71,155.21,34.87,151.69,166.76,78.32,0,0,0,0,0,0,0,0,688.82,0,1
4.4597,12.65,49.39,21.56,158.62,33.33,160.27,174.02,78.32,0,0,0,0,0,0,0,0,688.16,0,1
4.4697,10.12,39.49,16.17,160.27,28.6,166.1,174.02,83.71,0,0,0,0,0,0,0,0,678.48,0,1
4.4797,5.06,29.59,12.54,161.92,25.41,171.82,177.76,83.71,0,0,0,0,0,0,0,0,667.81,0,1
4.4897,5.06,18.37,10.78,161.92,22.22,177.54,181.5,88.99,0,0,0,0,0,0,0,0,666.38,0,1
4.4997,5.06,11.22,7.15,160.27,19.03,183.26,185.24,88.99,0,0,0,0,0,0,0,0,660.22,0,1
4.5097,0,7.04,5.39,155.21,15.84,188.98,185.24,94.27,0,0,0,0,0,0,0,0,651.97,0,1
4.5197,0,5.61,3.52,145.2,12.65,197.56,188.98,99.55,6.93,0,0,0,0,0,0,0,653.07,6.93,1
4.5297,0,4.18,3.52,135.19,9.46,203.28,185.24,104.83,27.72,0,0,0,0,0,0,0,645.7,27.72,1
4.5397,0,4.18,0,120.23,7.92,206.14,185.24,110.22,46.31,0,0,0,0,0,0,0,633.93,46.31,1
4.5497,0,2.75,0,102.3,6.27,211.86,181.5,119.79,74.58,0,0,0,0,0,0,0,624.47,74.58,1
4.5597,0,2.75,0,83.38,6.27,217.58,174.02,129.47,114.51,4.84,16.5,0,0,0,0,0,613.47,135.85,1
4.5697,0,2.75,0,59.62,4.73,220.55,166.76,139.15,117.48,19.36,52.25,0,0,0,0,0,593.56,189.09,1
4.5797,0,0,0,45.98,4.73,223.3,156.2,153.67,107.8,37.07,82.06,0,0,0,0,0,583.88,226.93,1
4.5897,0,0,0,35.42,4.73,220.55,142.01,163.35,97.79,56.54,106.7,0,4.62,0,0,0,566.06,265.65,1
4.5997,0,0,0,24.97,4.73,211.86,127.82,178.86,84.48,70.84,125.18,0,14.08,0,7.48,0,548.24,302.06,1
4.6097,0,0,0,17.05,4.73,194.7,110.22,189.64,81.18,77.99,132,4.62,18.81,0,10.01,0,516.34,324.61,1
4.6197,0,0,0,11.77,4.73,174.68,95.26,205.81,74.58,81.51,134.31,6.93,25.85,0,15.07,0,492.25,338.25,1
4.6297,0,0,0,10.45,4.73,154.55,72.82,221.98,74.58,85.14,138.82,6.93,30.58,0,22.66,0,464.53,358.71,1
4.6397,0,0,0,9.13,4.73,134.53,48.29,226.71,74.58,90.53,143.33,9.35,35.31,4.51,30.14,0,423.39,387.75,1
4.6497,0,0,0,7.81,4.73,114.51,28.93,226.71,74.58,94.05,147.95,11.66,37.62,4.51,37.73,0,382.69,408.1,1
4.6597,0,0,0,6.49,3.08,93.94,22.44,205.81,77.88,97.68,150.15,13.97,37.62,4.51,42.79,0,331.76,424.6,1
4.6697,0,0,0,5.17,3.08,70.4,19.25,178.86,81.18,101.31,152.46,16.39,40.04,4.51,47.85,0,276.76,443.74,1
4.6797,0,0,0,5.17,3.08,49.5,16.06,148.83,84.48,104.83,154.66,21.01,42.35,4.51,50.38,0,222.64,462.22,1
4.6897,0,0,0,3.85,3.08,21.67,12.87,134.31,84.48,108.46,154.66,23.43,42.35,6.82,55.44,0,175.78,475.64,1
4.6997,0,0,0,2.53,3.08,15.4,12.87,110.22,87.89,111.98,156.97,23.43,44.66,6.82,64.68,0,144.1,496.43,1
4.7097,0,0,0,2.53,3.08,12.32,12.87,83.71,87.89,113.85,159.28,25.74,47.08,6.82,71.39,0,114.51,512.05,1
4.7197,0,0,0,0,0,9.24,9.57,57.2,91.19,115.61,163.79,25.74,49.39,9.13,78.1,3.74,76.01,536.69,1
4.7297,0,0,0,0,0,9.24,6.38,35.2,91.19,117.48,163.79,28.05,51.81,11.44,84.92,3.74,50.82,552.42,1
4.7397,0,0,0,0,0,6.16,6.38,22,94.49,119.35,166.1,28.05,54.12,13.75,98.34,5.72,34.54,579.92,1
4.7497,0,0,0,0,0,0,6.38,13.2,94.49,121.22,168.3,30.47,58.85,13.75,105.16,5.72,19.58,597.96,1
4.7597,0,0,0,0,0,0,0,8.8,94.49,123.09,170.61,30.47,58.85,16.06,115.28,7.59,8.8,616.44,1
4.7697,0,0,0,0,0,0,0,0,94.49,124.96,172.92,32.78,61.16,18.37,125.29,7.59,0,637.56,1
4.7797,0,0,0,0,0,0,0,0,97.79,126.83,175.23,32.78,65.89,20.57,132,7.59,0,658.68,1
4.7897,0,0,0,0,0,0,0,0,97.79,126.83,179.85,32.78,68.2,20.57,138.71,9.57,0,674.3,1
4.7997,0,0,0,0,0,0,0,0,97.79,128.7,182.16,35.09,68.2,22.88,145.42,9.57,0,689.81,1
4.8097,0,0,0,0,0,0,0,0,101.2,128.7,184.47,32.78,70.62,22.88,148.83,9.57,0,699.05,1
4.8197,0,0,0,0,0,0,0,0,101.2,128.7,184.47,32.78,72.93,22.88,152.13,9.57,0,704.66,1
4.8297,0,0,0,0,0,0,0,0,101.2,128.7,184.47,32.78,72.93,22.88,155.54,9.57,0,708.07,1
4.8397,0,0,0,0,0,0,0,0,101.2,126.83,184.47,32.78,75.24,22.88,158.84,11.44,0,713.68,1
4.8497,0,0,0,0,0,0,0,0,97.79,126.83,182.16,32.78,77.66,25.19,162.25,11.44,0,716.1,1
4.8597,0,0,0,0,0,0,0,0,94.49,124.96,179.85,32.78,77.66,25.19,165.55,11.44,0,711.92,1
4.8697,0,0,0,0,0,0,0,0,94.49,123.09,177.54,35.09,77.66,25.19,168.96,11.44,0,713.46,1
4.8797,0,0,0,0,0,0,0,0,91.19,121.22,175.23,35.09,79.97,25.19,175.45,11.44,0,714.78,1
4.8897,0,0,0,0,0,0,0,0,87.89,119.35,172.92,35.09,82.28,27.5,175.45,11.44,0,711.92,1
4.8997,0,0,0,0,0,0,0,0,84.48,117.48,170.61,32.78,84.7,27.5,181.94,11.44,0,710.93,1
4.9097,0,0,0,0,0,0,0,0,81.18,115.61,168.3,35.09,84.7,27.5,185.24,11.44,0,709.06,1
4.9197,0,0,0,0,0,0,0,0,77.88,113.85,166.1,35.09,87.01,27.5,185.24,11.44,0,704.11,1
4.9297,0,0,0,0,0,0,0,0,74.58,113.85,163.79,35.09,87.01,29.81,188.54,13.42,0,706.09,1
4.9397,0,0,0,0,0,0,0,0,71.17,110.22,161.48,35.09,89.43,29.81,191.73,11.44,0,700.37,1
4.9497,0,0,0,0,0,0,0,0,71.17,108.46,159.28,35.09,91.74,29.81,195.03,13.42,0,704,1
4.9597,0,0,0,0,0,0,0,0,67.87,106.59,156.97,35.09,91.74,29.81,198.33,13.42,0,699.82,1
4.9697,0,0,0,0,0,0,0,0,64.57,104.83,154.66,35.09,94.05,32.12,201.52,13.42,0,700.26,1
4.9797,0,0,0,0,0,0,0,0,61.27,103.07,154.66,37.51,96.47,32.12,204.82,13.42,0,703.34,1
4.9897,0,0,0,0,0,0,0,0,61.27,103.07,152.46,37.51,96.47,32.12,204.82,15.29,0,703.01,1
4.9997,0,0,0,0,0,0,0,0,57.97,101.31,150.15,39.82,98.78,34.43,211.31,13.42,0,707.19,1
5.0096,0,0,0,0,0,0,0,0,55.55,99.44,147.95,39.82,101.09,36.74,214.61,15.29,0,710.49,1
5.0196,0,0,0,0,0,0,0,0,50.93,97.68,147.95,42.13,101.09,38.94,217.91,15.29,0,711.92,1
5.0296,0,0,0,0,0,0,0,0,50.93,95.92,143.33,42.13,103.51,41.25,221.21,15.29,0,713.57,1
5.0396,0,0,0,0,0,0,0,0,46.31,94.05,141.13,44.55,105.82,43.56,228.58,17.27,0,721.27,1
5.0496,0,0,0,0,0,0,0,0,44,90.53,136.51,46.86,105.82,45.87,232.32,17.27,0,719.18,1
5.0596,0,0,0,0,0,0,0,0,41.69,88.77,134.31,49.17,108.13,48.18,236.06,17.27,0,723.58,1
5.0696,0,0,0,0,0,0,0,0,37.07,86.9,129.8,49.17,110.55,50.49,243.54,19.14,0,726.66,1
5.0796,0,0,0,0,0,0,0,0,34.76,85.14,125.18,51.59,110.55,55.11,247.28,19.14,0,728.75,1
5.0896,0,0,0,0,0,0,0,0,32.45,83.38,120.67,53.9,112.86,57.31,247.28,21.12,0,728.97,1
5.0996,0,0,0,0,0,0,0,0,27.72,79.75,113.85,56.21,115.28,59.62,250.91,21.12,0,724.46,1
5.1096,0,0,0,0,0,0,0,0,25.41,76.23,109.12,56.21,115.28,59.62,258.39,21.12,0,721.38,1
5.1196,0,0,0,0,0,0,0,0,23.1,72.6,101.75,58.63,115.28,64.13,262.13,21.12,0,718.74,1
5.1296,0,0,0,0,0,0,0,0,20.79,67.21,94.38,58.63,117.48,66.33,265.87,22.99,0,713.68,1
5.1396,0,0,0,0,0,0,0,0,18.48,61.82,87.01,58.63,119.79,68.64,273.35,22.99,0,710.71,1
5.1496,0,0,0,0,0,0,0,0,16.17,56.54,77.22,61.49,119.79,70.84,280.61,24.97,0,707.63,1
5.1596,0,0,0,0,0,0,0,0,16.17,50.05,69.85,61.49,121.99,73.15,284.24,24.97,0,701.91,1
5.1696,0,0,0,0,0,0,0,0,13.86,43.56,59.95,61.49,121.99,75.46,291.39,24.97,0,692.67,1
5.1796,0,0,0,0,0,0,0,0,13.86,37.07,52.25,61.49,121.99,79.97,294.91,26.84,0,688.38,1
5.1896,0,0,0,0,0,0,0,0,11.55,25.74,41.25,58.63,121.99,82.17,302.06,26.84,0,670.23,1
5.1996,0,0,0,0,0,0,0,0,9.24,16.06,30.25,56.21,121.99,82.17,309.21,26.84,0,651.97,1
5.2096,5.06,0,0,0,0,0,0,0,6.93,9.68,24.75,53.9,119.79,86.68,312.84,28.82,5.06,643.39,1
5.2196,10.12,0,0,0,0,0,0,0,4.62,6.38,19.25,49.17,117.48,86.68,319.99,28.82,10.12,632.39,1
5.2296,17.71,0,0,0,0,0,0,0,0,4.84,16.5,42.13,110.55,88.99,327.14,30.69,17.71,620.84,1
5.2396,27.83,0,0,0,0,0,0,0,0,4.84,13.75,32.78,105.82,91.19,330.77,30.69,27.83,609.84,1
5.2496,45.54,0,0,0,0,0,0,0,0,3.19,11,23.43,96.47,93.5,330.77,30.69,45.54,589.05,1
5.2596,62.15,14.08,7.15,0,0,0,0,0,0,3.19,11,18.7,84.7,93.5,327.14,34.54,83.38,572.77,1
5.2696,55.77,35.31,35.97,0,0,0,0,0,0,0,8.25,13.97,68.2,93.5,327.14,34.54,127.05,545.6,1
5.2796,50.6,52.25,69.74,0,0,0,0,0,0,0,8.25,9.35,51.81,91.19,327.14,36.52,172.59,524.26,1
5.2896,48.07,69.08,90.75,7.81,0,0,0,0,0,0,5.5,4.62,32.89,84.48,323.51,38.39,215.71,489.39,1
5.2996,43.01,81.62,104.72,18.37,4.73,0,6.38,0,0,0,5.5,0,21.12,75.46,316.36,44.22,258.83,462.66,1
5.3096,43.01,91.08,115.28,28.82,12.65,6.16,9.57,0,0,0,5.5,0,14.08,64.13,291.39,53.79,306.57,428.89,1
5.3196,43.01,98.89,120.45,34.1,15.84,9.24,12.87,0,0,0,0,0,11.77,55.11,254.65,67.1,334.4,388.63,1
5.3296,45.54,106.7,125.62,39.38,19.03,9.24,19.25,0,0,0,0,0,9.35,48.18,214.61,80.63,364.76,352.77,1
5.3396,48.07,114.62,129.03,42.02,20.57,9.24,19.25,8.8,0,0,0,0,9.35,38.94,175.45,96.58,391.6,320.32,1
5.3496,50.6,120.89,130.79,43.34,20.57,12.32,19.25,8.8,0,0,0,0,7.04,29.81,135.41,112.42,406.56,284.68,1
5.3596,53.13,127.16,130.79,45.98,19.03,12.32,19.25,8.8,0,0,0,0,7.04,18.37,115.28,123.42,416.46,264.11,1
5.3696,53.13,131.89,129.03,47.3,17.38,12.32,16.06,8.8,0,0,0,0,7.04,9.13,88.22,123.42,415.91,227.81,1
5.3796,58.96,138.27,127.38,48.62,15.84,12.32,12.87,0,0,0,0,0,4.62,6.82,67.98,114.62,414.26,194.04,1
5.3896,58.96,142.89,125.62,51.26,14.3,12.32,12.87,8.8,0,0,0,0,4.62,4.51,50.38,110.22,427.02,169.73,1
5.3996,62.15,147.62,123.86,52.58,14.3,12.32,12.87,8.8,0,0,0,0,4.62,4.51,32.67,107.91,434.5,149.71,1
5.4096,62.15,152.35,123.86,55.22,12.65,12.32,12.87,0,0,0,0,0,4.62,4.51,17.6,105.6,431.42,132.33,1
5.4196,65.34,157.08,123.86,59.62,14.3,12.32,12.87,8.8,0,0,0,0,0,0,15.07,103.4,454.19,118.47,1
5.4296,65.34,161.81,123.86,62.81,14.3,15.4,12.87,8.8,0,0,0,0,0,0,12.54,89.76,465.19,102.3,1
5.4396,65.34,166.54,125.62,67.54,17.38,18.59,12.87,8.8,0,0,0,0,0,0,10.01,73.92,482.68,83.93,1
5.4496,65.34,169.84,127.38,70.73,19.03,18.59,16.06,8.8,0,0,0,0,0,0,7.48,55.77,495.77,63.25,1
5.4596,68.53,173.25,130.79,73.81,20.57,24.75,19.25,13.2,0,0,0,0,0,0,7.48,38.39,524.15,45.87,1
5.4696,68.53,176.55,134.31,77,22.22,27.83,25.74,13.2,0,0,0,0,0,0,4.95,22.99,545.38,27.94,1
5.4796,71.72,179.96,137.72,80.19,23.76,30.91,32.12,17.6,0,0,0,0,0,0,4.95,11.44,573.98,16.39,1
5.4896,71.72,183.37,141.24,81.73,23.76,30.91,35.42,17.6,0,0,0,0,0,0,0,5.72,585.75,5.72,1
5.4996,71.72,185.02,144.65,83.38,25.41,37.18,38.61,17.6,0,0,0,0,0,0,0,0,603.57,0,1
5.5096,74.91,186.67,148.17,83.38,25.41,37.18,41.8,22,0,0,0,0,0,0,0,0,619.52,0,1
5.5196,74.91,188.43,149.82,84.92,25.41,40.26,44.99,22,0,0,0,0,0,0,0,0,630.74,0,1
